DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,PAX
2011-11-26,JFK,New York,40.639751000000004,-73.778925,LAS,Las Vegas,36.080056,-115.15225,13.6,9.85308750257,5
2012-02-26,MSP,Minneapolis,44.881956,-93.221767,DEN,Denver,39.861655999999996,-104.67317800000001,12.2631578947,12.0639136144,5
2012-12-21,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364346999999995,-71.00518100000001,15.52,12.8423777653,5
2012-11-23,CLT,Charlotte,35.214,-80.943139,LGA,New York,40.777245,-73.872608,10.55,7.810081204510001,5
2012-12-01,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,11.6,11.7042502402,5
2012-05-05,IAH,Houston,29.984433000000003,-95.341442,ORD,Chicago,41.978603,-87.904842,10.55,10.6399198652,5
2013-03-02,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,10.222222222200001,9.84321537349,5
2012-04-28,ATL,Atlanta,33.636719,-84.428067,SFO,San Francisco,37.618972,-122.374889,8.470588235289998,6.10448244181,5
2012-12-26,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,11.5217391304,10.4658299641,5
2012-11-06,LAS,Las Vegas,36.080056,-115.15225,SFO,San Francisco,37.618972,-122.374889,14.0769230769,11.4470016229,5
2013-02-05,DEN,Denver,39.861655999999996,-104.67317800000001,SEA,Seattle,47.449,-122.309306,11.4444444444,10.4668789787,5
2012-03-25,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,6.0,3.89444048185,5
2011-11-20,ATL,Atlanta,33.636719,-84.428067,DEN,Denver,39.861655999999996,-104.67317800000001,11.458333333299999,8.83657993386,5
2012-04-07,SEA,Seattle,47.449,-122.309306,SFO,San Francisco,37.618972,-122.374889,9.555555555560002,7.50076248847,5
2011-12-27,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,8.470588235289998,5.93840937309,5
2012-12-14,LAS,Las Vegas,36.080056,-115.15225,JFK,New York,40.639751000000004,-73.778925,13.7857142857,10.307699901,5
2012-09-15,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,11.45,11.4637873782,5
2012-01-28,LAX,Los Angeles,33.942536,-118.408075,EWR,Newark,40.6925,-74.168667,10.857142857100001,9.28593406333,5
2013-01-04,BOS,Boston,42.364346999999995,-71.00518100000001,LAX,Los Angeles,33.942536,-118.408075,12.2272727273,10.4148786344,5
2012-11-15,MIA,Miami,25.79325,-80.29055600000001,JFK,New York,40.639751000000004,-73.778925,14.9047619048,13.8488438575,5
2012-06-23,ATL,Atlanta,33.636719,-84.428067,DTW,Detroit,42.212444,-83.353389,9.263157894739999,6.162990843769999,5
2012-01-25,DEN,Denver,39.861655999999996,-104.67317800000001,ATL,Atlanta,33.636719,-84.428067,10.5294117647,9.96316746233,5
2012-08-31,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364346999999995,-71.00518100000001,11.4,8.60477223773,5
2012-11-13,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAS,Las Vegas,36.080056,-115.15225,11.666666666700001,10.7100832094,5
2012-07-06,DTW,Detroit,42.212444,-83.353389,LGA,New York,40.777245,-73.872608,8.529411764710002,5.734954741089999,5
2012-12-01,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,11.3,8.90948636951,5
2013-03-04,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.3888888889,10.4607889079,5
2012-03-25,LGA,New York,40.777245,-73.872608,CLT,Charlotte,35.214,-80.943139,6.71428571429,4.598136268409999,5
2012-09-22,EWR,Newark,40.6925,-74.168667,ORD,Chicago,41.978603,-87.904842,12.583333333299999,9.08853394533,5
