DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,PAX
2011-09-17,EWR,Newark,40.6925,-74.168667,ATL,Atlanta,33.636719,-84.428067,7.6,5.32916503779,2
2013-01-26,ORD,Chicago,41.978603,-87.904842,DTW,Detroit,42.212444,-83.353389,7.86666666667,6.139644785750001,2
2012-11-29,MIA,Miami,25.79325,-80.29055600000001,JFK,New York,40.639751000000004,-73.778925,14.25,14.407143695899999,2
2012-12-24,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,9.0,6.3338493081900005,2
2013-01-24,MIA,Miami,25.79325,-80.29055600000001,JFK,New York,40.639751000000004,-73.778925,11.5555555556,11.902655275799999,2
2012-08-12,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,6.3,5.73585215988,2
2012-09-02,EWR,Newark,40.6925,-74.168667,MCO,Orlando,28.429394,-81.308994,14.666666666700001,10.6011610395,2
2012-05-27,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,11.7391304348,10.3932556423,2
2012-12-12,JFK,New York,40.639751000000004,-73.778925,LAS,Las Vegas,36.080056,-115.15225,14.541666666700001,13.147918223900001,2
2012-06-02,EWR,Newark,40.6925,-74.168667,BOS,Boston,42.364346999999995,-71.00518100000001,8.29411764706,5.42868199799,2
2013-03-03,ORD,Chicago,41.978603,-87.904842,IAH,Houston,29.984433000000003,-95.341442,6.46153846154,4.57557618622,2
2012-12-26,PHX,Phoenix,33.434278000000006,-112.011583,ORD,Chicago,41.978603,-87.904842,12.625,8.850509688099999,2
2012-09-03,DTW,Detroit,42.212444,-83.353389,ATL,Atlanta,33.636719,-84.428067,10.782608695699999,7.919805563150001,2
2012-03-31,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,8.94117647059,7.004200420419999,2
2013-03-04,DFW,Dallas-Fort Worth,32.896828,-97.037997,PHL,Philadelphia,39.871944,-75.241139,10.4,7.021770656889999,2
2011-11-19,ORD,Chicago,41.978603,-87.904842,SEA,Seattle,47.449,-122.309306,11.6086956522,8.06078684652,2
2012-04-08,DTW,Detroit,42.212444,-83.353389,ORD,Chicago,41.978603,-87.904842,8.125,5.85234995536,2
2012-02-11,DEN,Denver,39.861655999999996,-104.67317800000001,SFO,San Francisco,37.618972,-122.374889,13.8888888889,9.51651735479,2
