DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,PAX
2011-09-25,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,14.53125,9.32905407852,1
2012-05-24,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,16.4242424242,11.8559855744,1
2012-04-17,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,10.25,9.08367535168,1
2012-05-15,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,14.0769230769,12.4897496434,1
2012-05-19,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,16.625,11.2127519571,1
2012-03-01,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,14.5555555556,11.59686076,1
2012-08-09,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,11.08,7.3650073546,1
2011-12-13,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,14.4285714286,9.833535106889999,1
2011-10-12,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,5.07692307692,3.77406806292,1
2012-01-18,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,12.96,8.89981273211,1
2011-09-05,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,13.1111111111,8.1161440889,1
2012-04-12,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,6.692307692309999,8.086868114260001,1
2012-02-27,ORD,Chicago,41.978603,-87.904842,DFW,Dallas-Fort Worth,32.896828,-97.037997,7.529411764710001,5.64709711997,1
2012-11-26,BOS,Boston,42.364346999999995,-71.00518100000001,LGA,New York,40.777245,-73.872608,5.07692307692,3.77406806292,1
2012-08-01,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,6.583333333330001,7.2168783648699995,1
2011-09-26,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,12.68,8.22962129546,1
2012-02-17,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,9.84210526316,6.962304518660001,1
2012-07-30,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,17.7777777778,11.048234794,1
2012-04-16,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,14.5769230769,11.552222563399999,1
2012-08-27,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,15.870967741900001,11.7380916549,1
2012-06-22,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,16.125,12.0636751475,1
2012-01-29,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,14.333333333299999,10.229549264800001,1
2012-05-02,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,12.166666666700001,10.7447324472,1
2012-10-13,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,17.0,11.217333525799999,1
2012-11-15,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,9.9,6.60860682826,1
2011-11-10,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,11.173913043499999,8.65317689382,1
2012-10-26,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,13.0,7.937253933189999,1
2012-02-10,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,17.9032258065,13.345048616600002,1
2013-02-13,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,4.777777777780001,4.11636301174,1
2012-11-28,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,5.92857142857,4.69802390069,1
2012-02-14,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,12.0,9.315718367130001,1
2012-04-10,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,17.428571428599998,12.2912826935,1
2012-05-31,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,12.653846153800002,9.41463672243,1
2012-10-19,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,19.2307692308,13.0211599824,1
2011-09-21,BOS,Boston,42.364346999999995,-71.00518100000001,LGA,New York,40.777245,-73.872608,7.8,7.83034390779,1
2012-08-02,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,12.083333333299999,8.0104098938,1
2013-01-17,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,16.911764705899998,11.9832399298,1
2012-12-05,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,13.0,11.2094680477,1
2013-02-14,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,11.956521739100001,8.05931567628,1
2011-09-25,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,12.1111111111,8.01121009458,1
2012-10-03,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,6.8,6.1667310164,1
2013-01-16,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,18.5945945946,13.200293472,1
2012-09-19,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,5.36363636364,4.056420275880001,1
2012-05-02,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,16.5483870968,11.2066608458,1
2012-05-07,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,13.6363636364,11.5574978943,1
2012-06-20,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,13.4782608696,11.098196271199999,1
2012-02-23,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,4.090909090909999,3.17661912903,1
2011-09-08,BOS,Boston,42.364346999999995,-71.00518100000001,LGA,New York,40.777245,-73.872608,7.0,6.175990377490001,1
2013-01-22,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,17.0909090909,12.8874057619,1
2012-05-14,ORD,Chicago,41.978603,-87.904842,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.652173913,9.04337374522,1
2011-09-19,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,14.0322580645,9.03874574989,1
2011-09-12,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,12.9285714286,8.74294878397,1
2012-07-16,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,19.175,12.697440687,1
2011-10-23,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,13.1153846154,8.49624351382,1
2012-04-30,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,18.7567567568,13.429663281600002,1
2012-12-18,BOS,Boston,42.364346999999995,-71.00518100000001,LGA,New York,40.777245,-73.872608,5.916666666669999,4.27377485546,1
2011-11-18,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,15.84375,9.93887569094,1
2012-07-25,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,18.5,12.5714176027,1
2011-11-09,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,12.8846153846,9.807453994089999,1
2012-01-16,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,13.846153846199998,9.970726383539999,1
2013-01-14,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,16.0967741935,12.4347760701,1
2012-09-23,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,20.465116279100002,13.250963733499999,1
2011-11-18,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,10.4,7.59085322158,1
2011-10-11,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,7.0,7.6594168620500005,1
2011-12-05,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,16.0,11.4267855748,1
2012-01-08,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,18.5675675676,13.0096983921,1
2012-04-04,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,16.9411764706,11.6513523119,1
2011-10-13,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,11.625,8.621573043189999,1
2012-11-30,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,17.388888888900002,11.8858325696,1
2011-09-20,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,12.6785714286,8.41538965638,1
2011-10-28,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,14.517241379300001,9.32975535453,1
2012-05-23,BOS,Boston,42.364346999999995,-71.00518100000001,LGA,New York,40.777245,-73.872608,6.07142857143,4.9840404633899995,1
2012-06-19,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,18.2727272727,13.2647859182,1
2011-10-10,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,14.3225806452,9.47061102138,1
2011-11-15,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,11.956521739100001,8.57839919835,1
2012-09-30,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,11.52,7.97976607844,1
2011-10-21,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,11.1818181818,7.88993550361,1
2011-10-21,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,15.9411764706,10.3395128438,1
2012-07-31,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,10.0434782609,6.711443828330001,1
2012-02-22,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,17.1935483871,13.835749238399998,1
2012-11-09,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,17.125,12.1250207848,1
2012-10-02,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,6.166666666669999,5.13160143945,1
2012-02-21,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,13.1153846154,10.2071618899,1
2012-06-14,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,12.72,8.58059826974,1
2012-02-27,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,11.347826087,7.33985815848,1
2011-11-18,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,7.1428571428600005,7.38873511458,1
2011-10-02,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,14.71875,9.60253452766,1
2012-10-11,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,14.48,11.445959985999998,1
2012-05-17,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,13.2307692308,10.6181267361,1
2012-02-29,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,12.5217391304,10.870600741199999,1
2012-12-10,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,10.6956521739,7.962610253889999,1
2011-10-25,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,15.580645161300001,10.7013213936,1
2012-08-06,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,16.1470588235,10.871515054100001,1
2012-03-23,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,16.46875,12.1654836293,1
2012-03-26,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,12.72,10.2531296035,1
2012-10-09,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,14.9666666667,11.3971664153,1
2013-02-06,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,4.58333333333,3.4761089357699997,1
2012-07-09,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,11.434782608699999,9.302131168110002,1
2013-02-28,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,9.055555555560002,6.27293178686,1
2012-03-15,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,17.0666666667,13.237703033699999,1
2012-09-12,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,17.805555555599998,11.0345417264,1
2011-10-20,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,7.533333333330001,7.651952754189999,1
2012-07-25,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,6.266666666669999,4.71269814539,1
2012-08-29,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,18.6923076923,12.574313513,1
2011-11-09,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,4.66666666667,3.6265017787800002,1
2012-08-23,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,19.0731707317,12.0257853047,1
2012-06-01,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,15.875,11.5890660371,1
2012-04-13,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,11.5238095238,9.14668818545,1
2012-05-21,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,6.266666666669999,4.71269814539,1
2012-10-19,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,16.71875,12.3686241314,1
2012-08-22,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,10.958333333299999,7.79341509485,1
2012-03-20,BOS,Boston,42.364346999999995,-71.00518100000001,LGA,New York,40.777245,-73.872608,4.66666666667,3.6265017787800002,1
