DateOfDeparture,Departure,CityDeparture,LongitudeDeparture,LatitudeDeparture,Arrival,CityArrival,LongitudeArrival,LatitudeArrival,WeeksToDeparture,std_wtd,PAX
2011-12-05,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,8.352941176469999,5.66724333859,7
2013-03-01,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,10.4210526316,10.0017542321,7
2012-02-06,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,9.25,7.136820757610001,7
2012-12-10,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,8.666666666669999,7.404291283560001,7
2012-04-13,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,14.037037037000001,9.85854366481,7
2011-11-19,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,13.653846153800002,9.5621851381,7
2012-04-09,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.52631578947,6.68637437923,7
2012-05-29,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,9.55,7.8302718915,7
2012-09-28,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,15.833333333299999,11.132689774200001,7
2012-02-12,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,9.894736842110001,7.99232087584,7
2012-06-17,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,17.6176470588,13.2345157228,7
2011-12-28,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,19.6829268293,12.8421941747,7
2012-04-25,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,8.21052631579,5.78867618112,7
2012-10-04,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,17.8387096774,12.6599019854,7
2012-05-22,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,11.84,8.778192676549999,7
2012-01-09,ORD,Chicago,41.978603,-87.904842,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.7,7.6921012118,7
2012-07-20,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,14.642857142899999,10.3966315261,7
2011-09-11,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,12.3703703704,8.3165643246,7
2012-09-04,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,14.666666666700001,10.3867731982,7
2012-07-01,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,14.3666666667,10.1045682169,7
2012-02-03,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,11.25,9.289920967310001,7
2012-08-17,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,16.8,11.439868366199999,7
2012-04-17,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,7.555555555560001,5.249338582669999,7
2012-04-17,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,12.25,8.62377905662,7
2012-06-11,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,17.705882352899998,12.9907412525,7
2012-10-05,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,14.9655172414,9.79971850405,7
2012-04-12,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,8.411764705880001,5.78855361392,7
2013-02-28,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,9.380952380950001,6.66690475765,7
2011-10-03,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,14.0689655172,8.631052884299999,7
2012-08-01,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,11.32,7.883104295469999,7
2011-10-26,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,10.5714285714,7.4267854996,7
2011-09-12,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,6.84615384615,7.36937529969,7
2011-10-13,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,10.826086956500001,8.293766410069999,7
2012-03-06,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,8.736842105260001,6.63192703069,7
2011-11-30,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,14.0,11.021717691400001,7
2011-10-24,BOS,Boston,42.364346999999995,-71.00518100000001,SFO,San Francisco,37.618972,-122.374889,13.0,8.981462390199999,7
2012-04-27,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,14.08,10.762279807999999,7
2012-11-08,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,10.75,7.939740152180001,7
2012-03-02,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,9.5,8.76658092853,7
2011-09-29,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,13.137931034500001,8.62605744214,7
2012-03-15,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,9.38888888889,9.02375224478,7
2012-04-25,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,10.1904761905,8.38223745559,7
2012-10-04,SFO,San Francisco,37.618972,-122.374889,DFW,Dallas-Fort Worth,32.896828,-97.037997,13.7307692308,11.2944506455,7
2012-07-17,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.05,8.127115109310001,7
2013-02-09,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,11.6818181818,9.92057200557,7
2012-03-30,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,12.05,10.5455153851,7
2012-05-07,DFW,Dallas-Fort Worth,32.896828,-97.037997,LGA,New York,40.777245,-73.872608,8.555555555560002,7.22106576965,7
2012-01-12,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,8.0,6.24970587543,7
2011-11-10,PHL,Philadelphia,39.871944,-75.241139,BOS,Boston,42.364346999999995,-71.00518100000001,10.5,7.823955886519999,7
2012-10-29,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,12.380952380999998,11.124190714300001,7
2012-11-16,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.833333333299999,7.60815733085,7
2012-06-12,PHL,Philadelphia,39.871944,-75.241139,ATL,Atlanta,33.636719,-84.428067,8.6,5.924081096849999,7
2012-04-30,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,10.1578947368,7.90402961853,7
2012-03-07,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,5.8571428571399995,4.58856677569,7
2012-10-01,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,13.346153846199998,9.34212955462,7
2011-12-02,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,13.75,10.5044082457,7
2013-01-10,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,11.6086956522,7.697337972160001,7
2012-11-08,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.4,11.704699910699999,7
2012-02-06,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,13.68,10.5464053908,7
2012-09-25,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,12.7727272727,10.6410338657,7
2012-09-12,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,12.086956521700001,8.67553007801,7
2012-04-30,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.4736842105,10.0463836559,7
2011-12-05,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,9.23529411765,7.37842642239,7
2012-09-17,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,14.76,11.637869220799999,7
2012-05-06,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,12.043478260899999,10.2313167235,7
2012-12-07,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,13.04,9.400709193110002,7
2012-11-18,JFK,New York,40.639751000000004,-73.778925,LAX,Los Angeles,33.942536,-118.408075,16.46875,12.0669753941,7
2012-02-17,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,13.592592592599999,10.2103238073,7
2013-01-28,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,8.53333333333,6.9884258054399995,7
2012-01-09,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,9.35,7.08798093142,7
2012-09-18,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,10.3636363636,7.84095143975,7
2011-11-15,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,12.3913043478,9.22318782612,7
2012-04-30,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,13.291666666700001,9.76452838046,7
2012-12-07,BOS,Boston,42.364346999999995,-71.00518100000001,ATL,Atlanta,33.636719,-84.428067,12.541666666700001,9.334271433189999,7
2011-10-20,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,12.347826087,8.79363765691,7
2012-08-21,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,12.666666666700001,10.432668868,7
2012-05-31,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,8.42105263158,6.21213677207,7
2012-11-13,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,12.142857142899999,9.92615592405,7
2012-07-27,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,17.4857142857,11.1865765897,7
2012-06-04,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,12.590909090899999,10.3079215535,7
2011-12-09,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,12.909090909100001,11.211852108599999,7
2012-05-14,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,12.416666666700001,8.72735164106,7
2012-06-06,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,8.0,6.01957590845,7
2012-09-14,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,12.7619047619,11.2423518976,7
2012-05-04,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,15.357142857100001,10.7297243267,7
2012-04-25,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.052631578949999,5.72007851743,7
2011-09-01,ORD,Chicago,41.978603,-87.904842,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.3043478261,7.1759369525,7
2012-08-09,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,15.78125,9.800376474010001,7
2012-06-06,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,11.409090909100001,10.0411491038,7
2012-02-06,ORD,Chicago,41.978603,-87.904842,ATL,Atlanta,33.636719,-84.428067,12.958333333299999,10.776299141600001,7
2011-11-17,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,9.947368421050001,6.93200054666,7
2012-03-20,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,17.8571428571,14.1780066658,7
2011-10-05,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.8095238095,9.14122009154,7
2012-03-12,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,10.4285714286,9.64142846559,7
2013-01-31,MCO,Orlando,28.429394,-81.308994,ATL,Atlanta,33.636719,-84.428067,11.75,9.08534414653,7
2011-11-06,JFK,New York,40.639751000000004,-73.778925,SFO,San Francisco,37.618972,-122.374889,15.0357142857,10.496850119600001,7
2012-04-16,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,11.2,9.00643045128,7
2012-05-22,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,14.7407407407,10.9248925099,7
2012-04-16,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,8.13333333333,6.289068369190001,7
2012-08-21,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,14.851851851900001,10.376392228,7
2012-11-01,ORD,Chicago,41.978603,-87.904842,BOS,Boston,42.364346999999995,-71.00518100000001,11.3,9.97417718543,7
2012-02-24,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,10.947368421099998,11.8390769357,7
2012-07-10,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,13.0,10.2646790677,7
2012-02-06,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,7.1875,5.564395744369999,7
2012-04-20,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,11.65,10.7814411692,7
2013-02-25,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,10.7368421053,8.15026997006,7
2012-03-06,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,6.9375,5.39714430664,7
2011-10-26,ATL,Atlanta,33.636719,-84.428067,LGA,New York,40.777245,-73.872608,8.333333333330001,7.23553323373,7
2012-08-19,LAX,Los Angeles,33.942536,-118.408075,LAS,Las Vegas,36.080056,-115.15225,15.7575757576,10.7849151104,7
2012-07-01,SFO,San Francisco,37.618972,-122.374889,JFK,New York,40.639751000000004,-73.778925,16.5625,12.352190611500001,7
2013-01-02,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,12.2857142857,11.0278867293,7
2012-03-16,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,14.2592592593,11.2338519751,7
2011-10-18,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,10.1,8.80131569112,7
2013-01-19,LAX,Los Angeles,33.942536,-118.408075,JFK,New York,40.639751000000004,-73.778925,17.3548387097,13.0602409041,7
2013-01-17,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.7586206897,9.72719006707,7
2012-05-17,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.3913043478,9.403766800569999,7
2012-09-10,DFW,Dallas-Fort Worth,32.896828,-97.037997,LAX,Los Angeles,33.942536,-118.408075,13.846153846199998,9.747583526980002,7
2011-11-16,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,13.7692307692,9.38640588216,7
2011-10-13,PHL,Philadelphia,39.871944,-75.241139,ORD,Chicago,41.978603,-87.904842,11.1904761905,7.991364386760001,7
2011-09-27,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,13.0,8.6938675705,7
2012-11-07,ORD,Chicago,41.978603,-87.904842,SFO,San Francisco,37.618972,-122.374889,9.36842105263,6.31761669475,7
2012-09-30,LAX,Los Angeles,33.942536,-118.408075,SFO,San Francisco,37.618972,-122.374889,16.9411764706,12.1778267864,7
2012-01-12,ATL,Atlanta,33.636719,-84.428067,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.6666666667,8.650626181569999,7
2012-08-17,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,16.0322580645,10.55614788,7
2011-09-13,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,13.5333333333,8.74833317457,7
2012-04-09,EWR,Newark,40.6925,-74.168667,ORD,Chicago,41.978603,-87.904842,8.3125,6.33212707811,7
2012-11-07,BOS,Boston,42.364346999999995,-71.00518100000001,ORD,Chicago,41.978603,-87.904842,10.5263157895,8.871730515469999,7
2012-05-20,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,15.0333333333,11.2080123229,7
2012-12-04,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,10.95,9.98143012641,7
2012-06-15,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,14.666666666700001,11.2352073883,7
2012-02-23,LAS,Las Vegas,36.080056,-115.15225,ORD,Chicago,41.978603,-87.904842,11.347826087,7.389234771869999,7
2012-07-19,LGA,New York,40.777245,-73.872608,CLT,Charlotte,35.214,-80.943139,12.052631578900002,11.3503484245,7
2012-03-01,ORD,Chicago,41.978603,-87.904842,DFW,Dallas-Fort Worth,32.896828,-97.037997,10.777777777799999,11.0216661255,7
2011-11-16,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,8.5,7.778174593049999,7
2011-11-09,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,10.1666666667,8.3894191063,7
2012-09-03,LGA,New York,40.777245,-73.872608,ORD,Chicago,41.978603,-87.904842,13.346153846199998,9.62888283319,7
2012-12-11,SFO,San Francisco,37.618972,-122.374889,LAX,Los Angeles,33.942536,-118.408075,14.2592592593,11.4374304289,7
2012-12-06,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,8.13333333333,6.67475699576,7
2012-05-14,LAX,Los Angeles,33.942536,-118.408075,DFW,Dallas-Fort Worth,32.896828,-97.037997,12.173913043499999,8.61105090151,7
2013-02-21,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,9.29411764706,7.269497110210001,7
2011-10-21,LAS,Las Vegas,36.080056,-115.15225,LAX,Los Angeles,33.942536,-118.408075,16.1764705882,10.6386106072,7
2012-08-15,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,16.4545454545,10.3654802985,7
2012-06-18,ORD,Chicago,41.978603,-87.904842,DFW,Dallas-Fort Worth,32.896828,-97.037997,12.3636363636,10.6884247783,7
2012-08-09,BOS,Boston,42.364346999999995,-71.00518100000001,LGA,New York,40.777245,-73.872608,7.0,5.67156650906,7
2013-02-13,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,8.666666666669999,7.29221986697,7
2012-05-02,ORD,Chicago,41.978603,-87.904842,DFW,Dallas-Fort Worth,32.896828,-97.037997,12.090909090899999,11.0190704426,7
2012-01-29,ORD,Chicago,41.978603,-87.904842,LGA,New York,40.777245,-73.872608,9.52380952381,7.0400216449899995,7
2012-06-08,LGA,New York,40.777245,-73.872608,BOS,Boston,42.364346999999995,-71.00518100000001,5.5,4.7900359544,7
2012-07-09,LGA,New York,40.777245,-73.872608,ATL,Atlanta,33.636719,-84.428067,12.44,9.7,7
2012-08-10,ORD,Chicago,41.978603,-87.904842,EWR,Newark,40.6925,-74.168667,9.47619047619,6.903760190060001,7
2012-03-23,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,10.714285714299999,7.390147881760001,7
2011-09-21,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,12.434782608699999,8.6540903989,7
2011-09-09,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,12.7307692308,8.04267464123,7
2012-05-23,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,9.95,6.8631356958000005,7
2011-12-12,ATL,Atlanta,33.636719,-84.428067,ORD,Chicago,41.978603,-87.904842,10.6315789474,9.91749591108,7
2011-11-11,DFW,Dallas-Fort Worth,32.896828,-97.037997,ATL,Atlanta,33.636719,-84.428067,10.2608695652,7.1173117454699995,7
2012-10-11,ORD,Chicago,41.978603,-87.904842,LAX,Los Angeles,33.942536,-118.408075,14.4444444444,10.2632028789,7
2013-01-28,SFO,San Francisco,37.618972,-122.374889,LAS,Las Vegas,36.080056,-115.15225,10.6666666667,8.96846326487,7
2013-02-19,ORD,Chicago,41.978603,-87.904842,MSP,Minneapolis,44.881956,-93.221767,8.625,6.33377191464,7
2012-12-05,SFO,San Francisco,37.618972,-122.374889,ORD,Chicago,41.978603,-87.904842,12.0,11.401754251,7
2012-06-20,PHL,Philadelphia,39.871944,-75.241139,ORD,Chicago,41.978603,-87.904842,8.555555555560002,5.43650214343,7
2012-01-09,DFW,Dallas-Fort Worth,32.896828,-97.037997,ORD,Chicago,41.978603,-87.904842,10.5,7.45865798568,7
2012-03-26,ORD,Chicago,41.978603,-87.904842,DFW,Dallas-Fort Worth,32.896828,-97.037997,11.2631578947,9.17025448128,7
2012-09-24,ORD,Chicago,41.978603,-87.904842,PHL,Philadelphia,39.871944,-75.241139,11.1,8.91421100798,7
2012-04-30,LAX,Los Angeles,33.942536,-118.408075,ORD,Chicago,41.978603,-87.904842,12.962962962999999,9.66548769704,7
2012-01-12,LGA,New York,40.777245,-73.872608,DFW,Dallas-Fort Worth,32.896828,-97.037997,9.333333333330001,6.89415779952,7
2011-11-01,DEN,Denver,39.861655999999996,-104.67317800000001,PHX,Phoenix,33.434278000000006,-112.011583,8.23529411765,5.4718531112,7
2012-11-26,ATL,Atlanta,33.636719,-84.428067,PHL,Philadelphia,39.871944,-75.241139,9.0,7.593857166599999,7
2012-03-05,ATL,Atlanta,33.636719,-84.428067,MCO,Orlando,28.429394,-81.308994,11.166666666700001,7.7440954599500005,7
2011-10-05,MSP,Minneapolis,44.881956,-93.221767,ORD,Chicago,41.978603,-87.904842,12.3636363636,9.494587202569999,7
